rowNum,listing_title,listing_distance_miles,listing_url,price,listingPriceRedu,Body Style,Drive Type,Engine,Mileage,Transmission,ATC Car ID,Fuel,Stock #,VIN,carFeaturesText,exterior,interior,sellerComment,Basic Warranty,Corrosion Warranty,Drivetrain Warranty,Roadside Assistance Warranty,newListingIndicator,Dealer,model,seller,year,ownershipStatus,Location,sellerType,CityMpg,HyMpg
367,Used 2014 Jeep Grand Cherokee Laredo,37,/cars-for-sale/vehicledetails.xhtml?listingId=483251390&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=JEEPGRAND,19500,FALSE,Sport Utility,4 wheel drive,6-Cylinder,43400,Automatic,AT-1CCDD4BE,Gasoline,Information Unavailable,1C4RJFAG9EC150259,Bluetooth Hands-FreeCD PlayerCruise ControlKeyless EntryPower LocksPower WindowsPremium WheelsSteering Wheel ControlsTrailer Hitch,#8B8B8B,#000000,"Awesome condition 2014 Jeep Grand Cherokee Laredo. Just had professionally detailed. 4 Wheel Drive auto, 43,300 miles. Garage Kept. 20 inch Factory Jeep wheels, tires almost brand new. Tinted windows, 2&quot; hitch. Sirius/XM Radio. Located in downtown SLC. Clean Title in hand.",NA,NA,NA,NA,FALSE,Private Seller,Laredo,NA,2014,Used,Provo,Private,NA,NA
368,Used 1982 Jeep Scrambler,289,/cars-for-sale/vehicledetails.xhtml?listingId=483643699&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=SCRAMBLE,15e3,FALSE,Sport Utility,4 wheel drive,8-Cylinder,5e4,Automatic,AT-1CD3D133,Gasoline,Information Unavailable,Information Unavailable,Lift KitPremium WheelsTrailer Hitch,#F3D511,#F3D511,"AMC 401 V8, Chrysler 727 Torqueflite Auto Tranny and much more, see photos",NA,NA,NA,NA,FALSE,Private Seller,,NA,1982,Used,Provo,Private,NA,NA
369,Used 2009 Jeep Wrangler Unlimited Rubicon,294,/cars-for-sale/vehicledetails.xhtml?listingId=484822515&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,24980,FALSE,Sport Utility,4 wheel drive - rear,8-Cylinder,26e3,Manual,AT-1CE5CDF3,Gasoline,Information Unavailable,1J4GA69189L785772,Cruise ControlKeyless EntryLift KitPortable Audio ConnectionPower LocksPower WindowsPremium AudioPremium WheelsTrailer Hitch,#E31313,#D2B48C,"All scheduled maintenance, Excellent condition, Looks & drives great, Must see, Title in hand, Very clean interior, Well maintained.This is a great car, very low miles, perfect off road vehicle!! Also has a front hitch to pull behind your RV!",NA,NA,NA,NA,TRUE,Private Seller,Unlimited Rubicon,NA,2009,Used,Provo,Private,NA,NA
370,Used 1997 Jeep Wrangler,303,/cars-for-sale/vehicledetails.xhtml?listingId=483684823&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,12e3,FALSE,Sport Utility,4 wheel drive,6-Cylinder,11e4,Manual,AT-1CD471D7,Gasoline,Information Unavailable,Information Unavailable,NA,#248B15,#454545,"Extras (was used as a rock crawler): ARB Compressor and Air Lockers front and rear, O_R Fab Roll Cage,AEM Air Intake System, Warn x8000i Winch, BF Goodrich A/T 32x11.50 R15 Tires, CB Radio",NA,NA,NA,NA,FALSE,Private Seller,,NA,1997,Used,Provo,Private,NA,NA
371,Used 2011 Jeep Wrangler Rubicon,309,/cars-for-sale/vehicledetails.xhtml?listingId=469466116&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,19980,FALSE,Sport Utility,4 wheel drive,6-Cylinder,112500,Automatic,AT-1BFB7C04,Gasoline,Information Unavailable,1J4BA6D11BL519789,Bluetooth Hands-FreeCD PlayerCruise ControlDVD PlayerKeyless EntryLift KitNavigationPower LocksPower WindowsPremium Audio,#FF7700,#000000,"A/C ice cold, Custom wheels, Excellent condition, Factory GPS system, Looks & drives great, Must see, No accidents, Satellite radio, Seats like new, Title in hand, Very clean interior, Well maintained. Winch, Bug Guard, Blue Ox tow bar. Luggage rack/roll cage. Running boards. Locking gas cover. Removable hard top. Two steering stabilizers. 2.5 lift kits and shocks. Trailer hitch with light wiring. K&N air filter. Gun rack that mounts in the hood or in the back. Uconnect stereo. Remote start.",NA,NA,NA,NA,FALSE,Private Seller,Rubicon,NA,2011,Used,Provo,Private,NA,NA
372,Used 2011 Jeep Wrangler Unlimited Sport,309,/cars-for-sale/vehicledetails.xhtml?listingId=480442619&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,22e3,TRUE,Sport Utility,4 wheel drive,6-Cylinder,62e3,Automatic,AT-1CA2F8FB,Gasoline,Information Unavailable,1J4BA3H10BL638278,CD PlayerCruise ControlLift KitPower LocksPower WindowsPremium AudioPremium WheelsSecurity SystemSteering Wheel ControlsTrailer Hitch,#D7D7D7,#000000,"Older couple owned, 62k miles. Been mostly garaged, maintained, and kept records. Has new windshield and battery last fall, good tread. Appearance pkg,, heated mirrors, radio controls on steering wheel, premium sound, traction, hill assist, power locks and windows, lock box, tow package. No hard 4x4 done, only easy forest roads. WE are second owners-purchased at 20k, no liens, title in hand, no accidents. I Have a vin check print out.  In addition, A/C, non smoking, soft top in very good condition, mostly vacation highway miles, seats in great condition. Fun Jeep! Just downsizing. I Will report all scammers.,",NA,NA,NA,NA,FALSE,Private Seller,Unlimited Sport,NA,2011,Used,Provo,Private,NA,NA
373,Used 2003 Jeep Wrangler X,323,/cars-for-sale/vehicledetails.xhtml?listingId=482085855&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,11300,FALSE,Sport Utility,4 wheel drive,6-Cylinder,91e3,Automatic,AT-1CBC0BDF,Gasoline,Information Unavailable,Information Unavailable,Cruise ControlPremium Wheels,#D7D7D7,#000000,"I absolutely LOVE my Jeep, but need to purchase  a truck for my job in construction. Would keep it if I could afford both! Additional upgrades include: ARB rocker bars, sway bar, adjustable trac bar, new Bilstein shocks, new Old Man Emu stabilizer shock, 4&quot; coil spring lift kit, Brute Force cold air intake, high performance chip (5) Mickey Thompson simulated bead lock, chrome alloy rims, 15 x10.50. 4 new Procomp Sport A/T tires under 1,000 miles, size 33/12.50. New, Mickey Thompson Baja spare tire, size 33/12.50. Maintenance items include: new transmission seal and filter, new rear main seal, new oil pan seal, new front 4x4 spindle bearings and seals, new steering gear box. Documented. Hard top, but no soft top. Purchased with 67,000 miles, have owned for 9 years and put on 24,000 local miles. Asking price $11,300, FIRM.",NA,NA,NA,NA,FALSE,Private Seller,X,NA,2003,Used,Provo,Private,NA,NA
374,Used 2004 Jeep Wrangler Rubicon,324,/cars-for-sale/vehicledetails.xhtml?listingId=482688921&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,12500,TRUE,Sport Utility,4 wheel drive,6-Cylinder,96900,Manual,AT-1CC53F99,Gasoline,Information Unavailable,1J4FA69S94P712240,CD PlayerCruise ControlPremium AudioTrailer Hitch,#A31B1B,#D2B48C,"Excellent condition, Looks & drives great, Mostly highway miles, New tires",NA,NA,NA,NA,FALSE,Private Seller,Rubicon,NA,2004,Used,Provo,Private,NA,NA
375,Used 2008 Jeep Wrangler X,335,/cars-for-sale/vehicledetails.xhtml?listingId=482707366&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,2e4,FALSE,Sport Utility,4 wheel drive,6-Cylinder,61560,Manual,AT-1CC587A6,Gasoline,Information Unavailable,1J8FA24198L615364,Bluetooth Hands-FreeCD PlayerCruise ControlDVD PlayerKeyless EntryLeather SeatsLift KitNavigationPortable Audio ConnectionPower Locks,#000000,#000000,"2008 Jeep Wrangler X JK 2 DoorBlack On BlackSofttop 3.8L V6 6 Speed ManualNo RustToad Baseplate15 City 19 Fwy Estimated MPG35&quot; Procomp Tires - 80% TreadlifeNew Procomp 1069 Polished 8 Hole RimsNew 4.88 Diff GearsNew G2 Aluminum Diff Covers4 Wheel Disc BrakesNew ABS Disc Brakes with Cross Drilled, Slotted Rotors & Ceramic Pads3.5&quot; Jeep Rubicon Lift KitNew Bimini Soft-TopNew MBRP Cat Back Throaty ExhaustSmittyBuilt HD Spare Tire HolderMisc Aluminum Interior Replacement PartsFront & Rear Neoprene Seat CoversAnti-Theft ImmobilizerNEW Pioneer AVIC-8200 Top of the line Stereo, GPS, Subwofer and AmpAir ConditioningAir BagsOnly 62k MilesLocking Gas DoorLocking HoodChrome Nerf BarsDual Shock Steering StabilizerCB Antenna Installed - Ready for a Radio",NA,NA,NA,NA,FALSE,Private Seller,X,NA,2008,Used,Provo,Private,NA,NA
376,Used 2011 Jeep Wrangler Unlimited Sport,340,/cars-for-sale/vehicledetails.xhtml?listingId=484164401&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,19900,TRUE,Sport Utility,4 wheel drive - rear,6-Cylinder,69785,Manual,AT-1CDBC331,Gasoline,Information Unavailable,1J4BA3H12BL502105,CD PlayerCruise ControlDVD PlayerLift KitPortable Audio ConnectionSteering Wheel ControlsSunroofTrailer Hitch,#FF7700,#000000,"Priced to sale! Great orange 4-door 2011 Jeep Wrangler 4X4, low mileage (69,785), 6-speed manual, etc. I hate to say this but jeep is basically a grocery-getter because we always just use our ATVs to off-road. Clean title and title in hand!Jeep Details:Great jeep with LOTS of aftermarket parts:-3.5 Ranchero Lift-Hd Adjustable Track Bar-Rock-crawler Step Bars-Rear Bumper w/Swing and Tire Carrier-Hitch Receiver-KC Lights-Light Bar-New Nitto Grappler 33&quot; Tires (including spare- 5 total)-Weather Mats (front and rear), A/C ice cold, All records, Looks & drives great, Must see, New tires, No accidents, Non-smoker, One owner, Title in hand, Well maintained",NA,NA,NA,NA,FALSE,Private Seller,Unlimited Sport,NA,2011,Used,Provo,Private,NA,NA
377,Used 2002 Jeep Wrangler Sport,341,/cars-for-sale/vehicledetails.xhtml?listingId=481343150&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,12900,FALSE,Sport Utility,4 wheel drive - rear,6-Cylinder,89e3,Manual,AT-1CB0B6AE,Gasoline,Information Unavailable,1J4FA49S42P750900,CD PlayerCruise ControlLift KitPremium AudioPremium WheelsSteering Wheel ControlsTrailer Hitch,#D7D7D7,#D2B48C,"Looking to sell '02 Jeep TJ with low miles in great condition. 4.0 Liter 6 cylinder, 5 speed manual, 4 inch lift, almost new 33 inch BFG all terrain tires, Rock Hard rear bumper w/tire carrier and hi-lift jack mount, QRC pre-runner front tube bumper, K&N filter w/cold air intake, windshield mounted 3 inch LED lights, A/C ice cold, custom wheels, no accidents, satellite radio, clean title in hand, well maintained.NO SOLICITORS PLEASE!!",NA,NA,NA,NA,FALSE,Private Seller,Sport,NA,2002,Used,Provo,Private,NA,NA
378,Used 1987 Jeep Wrangler Laredo,343,/cars-for-sale/vehicledetails.xhtml?listingId=480089630&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=WRANGLER,17e3,FALSE,Sport Utility,4 wheel drive,4-Cylinder,134646,Manual,AT-1C9D961E,Gasoline,Information Unavailable,2BCCL814XHB518603,Leather Seats,#A31B1B,#000000,new engine with less than 40000 miles.  4.0 liter.  Very clean interior.,NA,NA,NA,NA,FALSE,Private Seller,Laredo,NA,1987,Used,Provo,Private,NA,NA
379,Used 2012 Jeep Liberty Sport,343,/cars-for-sale/vehicledetails.xhtml?listingId=475082139&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=LIBERTY,15995,FALSE,Sport Utility,4 wheel drive,6-Cylinder,23e3,Automatic,AT-1C512D9B,Gasoline,Information Unavailable,Information Unavailable,CD PlayerCruise ControlKeyless EntryPower LocksPower Windows,#000000,#000000,"2012 jeep liberty Sport 4x43.7 v6 automatic1 owner.  Car in solid condition. Garaged and Jeep dealer serviced only. Never smoked in and never off the road. Its never towed anything either.Low low 23,000miles. Car fax clean and have recordsCar has lived its life in San Diego and Las vegas. No rust!  No snow and no salted roads.Only selling because I work for Amazon and relocating to Seattle and Will not need a car or have the parking for it. Would not sell if I was not moving to Downtown SeattleSad to sell. ",NA,NA,NA,NA,FALSE,Private Seller,Sport,NA,2012,Used,Provo,Private,NA,NA
380,Used 2015 Jeep Grand Cherokee Laredo,344,/cars-for-sale/vehicledetails.xhtml?listingId=459346128&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=JEEPGRAND,26e3,FALSE,Sport Utility,2 wheel drive - rear,6 Cylinder,42550,Automatic,AT-1B6110D0,Gasoline,Information Unavailable,Information Unavailable,Bluetooth Hands-FreeCD PlayerCruise ControlPower LocksPower WindowsSecurity SystemSteering Wheel Controls,#454545,#000000,NA,NA,NA,NA,NA,FALSE,Private Seller,Laredo,NA,2015,Used,Provo,Private,NA,NA
381,Used 2015 Jeep Compass High Altitude,344,/cars-for-sale/vehicledetails.xhtml?listingId=481600639&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=COMPASS,17300,FALSE,Sport Utility,4 wheel drive,4-Cylinder,21200,Automatic,AT-1CB4A47F,Gasoline,Information Unavailable,1C4NJDEB8FD396054,Bluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsPower LocksPower WindowsSecurity SystemSunroof,#000000,#000000,"Excellent Vehicle coming off lease.  Priced below KBB value.  More photos to come or call with questions or to see the vehicle.  All scheduled maintenance, All records, Excellent condition, Looks & drives great, Must see, No accidents, Non-smoker, One owner, Perfect first car, Satellite radio, Seats like new, Still under factory warranty, Very clean interior, Well maintained.",NA,NA,NA,NA,FALSE,Private Seller,High Altitude,NA,2015,Used,Provo,Private,NA,NA
382,Used 2014 Jeep Cherokee Limited,347,/cars-for-sale/vehicledetails.xhtml?listingId=484089147&zip=84604&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D84604%26sellerTypes%3Dp%26minPrice%3D10000%26startYear%3D1981%26numRecords%3D100%26sortBy%3Drelevance%26maxPrice%3D27000%26incremental%3Dall%26firstRecord%3D300%26endYear%3D2019%26makeCodeList%3DJEEP%26searchRadius%3D0&sellerTypes=p&minPrice=10000&startYear=1981&numRecords=100&maxPrice=27000&firstRecord=300&endYear=2019&makeCodeList=JEEP&searchRadius=0&makeCode1=JEEP&modelCode1=CHER,19775,FALSE,Sport Utility,4 wheel drive,6-Cylinder,53711,Automatic,AT-1CDA9D3B,Gasoline,Information Unavailable,1C4PJMDS0EW207653,Backup CameraBluetooth Hands-FreeCruise ControlHeated SeatsKeyless EntryLeather SeatsMulti-zone Climate ControlNavigationPower LocksPower Windows,#8B8B8B,#000000,"Very Low Miles!!! Outstanding vehicle. Fully loaded. 3.2L V6, Luxury Group, HID Headlamps, Premium Leather, Heated & Ventilated Front Seats, Heated Steering Wheel, Power Liftgate, Dual-Pane Panoramic Sunroof, Premium NAV, SiriusXM, Remote Start, Uconnect 8.4&quot; screen. , All scheduled maintenance, Always garaged, Excellent condition, No accidents, Non-smoker, One owner, Very clean interior. Clean CarFax.  Colorado Title.",NA,NA,NA,NA,FALSE,Private Seller,Limited,NA,2014,Used,Provo,Private,NA,NA
